overall,vote,reviewTime,reviewText,summary,text
5,0,2016/9/9,"this is a surprisingly well-built and versatile radio.  i had expected much worse when i bought a two-pack of them (bought two in case one was doa).  instead, i have solid audio, good transmit and receive, solid heft and tactile impression, and accessories i had not remembered were included (headset, belt clip).  it is not as intuitive as radios used to be, but if you have ever tried to program a yaesu vx-3r, it takes a user's manual as well, and the latest batch of offerings have more in common with this little radio than with those ""old days"" hts that actually were intuitive and easy to use.

i think this radio must have a history of being applied to business radio and other ""disposable"" environments before it found its way into the ham market.  it is clearly evident that effort has been made to address durability and ease of (pardon the phrasing) dumb-monkey use (ie. push the button and talk.  don't touch anything else unless you're told), while the user interface for hams, who require much more access to their radio's operation, seems... less well thought out.

i would not hesitate to recommend this radio to new or experienced hams in need of a 2m or 7cm ht.",surprising,"this is a surprisingly well-built and versatile radio.  i had expected much worse when i bought a two-pack of them (bought two in case one was doa).  instead, i have solid audio, good transmit and receive, solid heft and tactile impression, and accessories i had not remembered were included (headset, belt clip).  it is not as intuitive as radios used to be, but if you have ever tried to program a yaesu vx-3r, it takes a user's manual as well, and the latest batch of offerings have more in common with this little radio than with those ""old days"" hts that actually were intuitive and easy to use.

i think this radio must have a history of being applied to business radio and other ""disposable"" environments before it found its way into the ham market.  it is clearly evident that effort has been made to address durability and ease of (pardon the phrasing) dumb-monkey use (ie. push the button and talk.  don't touch anything else unless you're told), while the user interface for hams, who require much more access to their radio's operation, seems... less well thought out.

i would not hesitate to recommend this radio to new or experienced hams in need of a 2m or 7cm ht. surprising"
4,0,2012/8/10,"i purchased the avermedia live gamer hd in order to capture video of game play and stream it over twitch.tv for this the card works fantastic. but, only if you're running at 1920x1080 or lower. if you are above that resolution the company claims that you cannot make the card work will maintaining your resolution. the truth is you can by using a program called ultramon and following the steps provided here [...]

capture quality is currently a little blurry at all but the highest bit rate settings and when recording a shooter their is distortion when turning left and right. most software encoders give a better video quality but to get that quality you'll probably not be able to play the game on the same system that you're streaming with. this video shows off 720p at 400kb/s. you can get higher quality with faster bandwidth but i don't have any extra bandwidth. still it's completely watchable and in the top end local recording modes it's a flawless ""like your own computer""

this is a great hardware encoder for local video recording and the best hardware encoder on the market for streaming. i'm rating it as a 4star because of the fact software encoders still give a better quality video and in a couple of years processors will be fast enough to encode and play games at the same time without overclocking.",avermedia live gamer hd review,"i purchased the avermedia live gamer hd in order to capture video of game play and stream it over twitch.tv for this the card works fantastic. but, only if you're running at 1920x1080 or lower. if you are above that resolution the company claims that you cannot make the card work will maintaining your resolution. the truth is you can by using a program called ultramon and following the steps provided here [...]

capture quality is currently a little blurry at all but the highest bit rate settings and when recording a shooter their is distortion when turning left and right. most software encoders give a better video quality but to get that quality you'll probably not be able to play the game on the same system that you're streaming with. this video shows off 720p at 400kb/s. you can get higher quality with faster bandwidth but i don't have any extra bandwidth. still it's completely watchable and in the top end local recording modes it's a flawless ""like your own computer""

this is a great hardware encoder for local video recording and the best hardware encoder on the market for streaming. i'm rating it as a 4star because of the fact software encoders still give a better quality video and in a couple of years processors will be fast enough to encode and play games at the same time without overclocking. avermedia live gamer hd review"
1,0,2016/4/23,item much smaller than appeared online. eye cup is very small. tried it once and put it away in my useless items purchased bad. you get what you pay for. cutting corners is never a good value in the end. my bad.,very dissatisfied with item.,item much smaller than appeared online. eye cup is very small. tried it once and put it away in my useless items purchased bad. you get what you pay for. cutting corners is never a good value in the end. my bad. very dissatisfied with item.
4,0,2014/11/12,this has been a good card for my lumix point and shoot camera which i use often when i can not bring my big camera.,this has been a good card for my lumix point and shoot camera which ...,this has been a good card for my lumix point and shoot camera which i use often when i can not bring my big camera. this has been a good card for my lumix point and shoot camera which ...
4,41,2016/8/7,"first of all, i did not buy this from amazon, but i know some people here will value the review if your comparing to the surface pro 4.
i bought both because i could not decide. i had a couple days to compare the two first hand.
the bottom line is that the surface pro is a higher quality machine and you can tell they spent a lot more time refining it. they also did not cut corners to try to lower the price and compete with another product. the acer seems to be a good machine and if you cannot afford a surface pro 4, then get this one. if you do, don't play with a surface pro 4 long or you might wish you spent the extra money. the small difference add up to a more refined and pleasant machine to use.

these statements will be about the acer in comparison to the same spec surface pro 4 (i5, 8gig, 256ssd).
-the touch pad is not as smooth and your finger does not glide as easily. it is also lower quality with curved up edges.
-the keyboard rattles when you type on it (highly annoying)
-lower resolution screen
-screen is not as bright
-screen is smaller even though the outer dimensions are about the same (more wasted bezel space)
-its heavier
-its a bit thicker
-the keyboard back lighting is on or off, not adjustable intensity
-it is infested with bloatware and a bunch of acer stuff. the surface pro is lean and mean with no junk to spend a bunch of time figuring out how to get rid of
-the initial setup is not as good. for example the surface sets up the camera to log you in right off the bat
-kickstand is a little harder to find a spot to grab and pull out, but it is a nice kickstand. you can grab the surface pro anywhere and there is enough lip to get it without going where the indentation is
-the charger connection is the old school type that tend to get broken. its the round plug in type. the surface has a very nice magnetic one that goes in either direction effortlessly and will just pull off if it gets jerked.
-no pen included
-no display out connection without buying a dock
now for the better:
+3.1 usb vs 3.0
+has a usb-c, not sure what needs this yet though
+passive cpu cooling (if it works better i am not sure)
+price (the only reason to get it over a surface pro 4 in my opinion)","lower quality surface pro 4 alternative. great for the price, but not as good as the real thing!","first of all, i did not buy this from amazon, but i know some people here will value the review if your comparing to the surface pro 4.
i bought both because i could not decide. i had a couple days to compare the two first hand.
the bottom line is that the surface pro is a higher quality machine and you can tell they spent a lot more time refining it. they also did not cut corners to try to lower the price and compete with another product. the acer seems to be a good machine and if you cannot afford a surface pro 4, then get this one. if you do, don't play with a surface pro 4 long or you might wish you spent the extra money. the small difference add up to a more refined and pleasant machine to use.

these statements will be about the acer in comparison to the same spec surface pro 4 (i5, 8gig, 256ssd).
-the touch pad is not as smooth and your finger does not glide as easily. it is also lower quality with curved up edges.
-the keyboard rattles when you type on it (highly annoying)
-lower resolution screen
-screen is not as bright
-screen is smaller even though the outer dimensions are about the same (more wasted bezel space)
-its heavier
-its a bit thicker
-the keyboard back lighting is on or off, not adjustable intensity
-it is infested with bloatware and a bunch of acer stuff. the surface pro is lean and mean with no junk to spend a bunch of time figuring out how to get rid of
-the initial setup is not as good. for example the surface sets up the camera to log you in right off the bat
-kickstand is a little harder to find a spot to grab and pull out, but it is a nice kickstand. you can grab the surface pro anywhere and there is enough lip to get it without going where the indentation is
-the charger connection is the old school type that tend to get broken. its the round plug in type. the surface has a very nice magnetic one that goes in either direction effortlessly and will just pull off if it gets jerked.
-no pen included
-no display out connection without buying a dock
now for the better:
+3.1 usb vs 3.0
+has a usb-c, not sure what needs this yet though
+passive cpu cooling (if it works better i am not sure)
+price (the only reason to get it over a surface pro 4 in my opinion) lower quality surface pro 4 alternative. great for the price, but not as good as the real thing!"
2,3,2014/11/21,"ordered 11/19 and delivered on 11/21.  very fast - when it worked.  the provided cable is very short.  worse yet, the cable doesn't fit securely into the hard drive enclosure.  it wiggles around, connecting/disconnecting with every movement.  i was able to track this to a defective cable by borrowing one.  the smaller side of the double connector (unique to usb 3.0) wouldn't stay in the socket.

talked with startech support on the 21st and again on the 26th.  replacement cables arrived 12/1. the 3ft cable was loose like the original and the 6ft cable doesn't work at all on my pc usb 3.0 port.  returned to amazon.",very fast but cable issues,"ordered 11/19 and delivered on 11/21.  very fast - when it worked.  the provided cable is very short.  worse yet, the cable doesn't fit securely into the hard drive enclosure.  it wiggles around, connecting/disconnecting with every movement.  i was able to track this to a defective cable by borrowing one.  the smaller side of the double connector (unique to usb 3.0) wouldn't stay in the socket.

talked with startech support on the 21st and again on the 26th.  replacement cables arrived 12/1. the 3ft cable was loose like the original and the 6ft cable doesn't work at all on my pc usb 3.0 port.  returned to amazon. very fast but cable issues"
5,0,2013/6/18,"i just bought these a little over a week ago and have used all 50 of them without a single write error or bad burn. i was going to buy another spindle, but just saw that amazon is now charging $4 more for them than they were eleven days ago. the heck?",great for the money,"i just bought these a little over a week ago and have used all 50 of them without a single write error or bad burn. i was going to buy another spindle, but just saw that amazon is now charging $4 more for them than they were eleven days ago. the heck? great for the money"
1,5,2014/11/15,horrible battery life and customer service,1416009600,horrible battery life and customer service 1416009600
3,0,2012/10/25,"writers who crank out as many books as mr. rain have always amazed me.  i am also amazed that mostly women read his books.  nothing wrong with reading about blood suckers and ex-football players right guys?  okay, i digress, back to the knighthorse book review.  i enjoy sarcasm.  i employ it often and well.  reading a book involving mayhem, murder and sarcasm is quite enjoyable.  i have purchased the 3-pack of knighthorse and found a recurring theme in each book.  if the next book also has the sameness, i will be disappointed. i did enjoy the three pack.","writing about 6,782 words a day equals....","writers who crank out as many books as mr. rain have always amazed me.  i am also amazed that mostly women read his books.  nothing wrong with reading about blood suckers and ex-football players right guys?  okay, i digress, back to the knighthorse book review.  i enjoy sarcasm.  i employ it often and well.  reading a book involving mayhem, murder and sarcasm is quite enjoyable.  i have purchased the 3-pack of knighthorse and found a recurring theme in each book.  if the next book also has the sameness, i will be disappointed. i did enjoy the three pack. writing about 6,782 words a day equals...."
5,0,2013/5/21,does what i need it to!,1369094400,does what i need it to! 1369094400
2,0,2010/5/19,"this battery is 600mah, not 1400 mah",1274227200,"this battery is 600mah, not 1400 mah 1274227200"
1,0,2014/7/18,"cable was great for a while but does not charge or sync after minimal use. i bought the cable b/c of the price and i thought i was getting a deal. instead i got a dud! you should buy the original even if its a little pricey, they will stand behind it if it stops working.",cable was great for a while but does not charge or sync ...,"cable was great for a while but does not charge or sync after minimal use. i bought the cable b/c of the price and i thought i was getting a deal. instead i got a dud! you should buy the original even if its a little pricey, they will stand behind it if it stops working. cable was great for a while but does not charge or sync ..."
5,5,2018/1/6,"i purchased this to use with my ipad. i often like to watch netflix or youtube once i'm in bed for the night. it is very sturdy and does a really good job of staying where i want it. i also like that the point where the clip that holds the ipad connects to the arm can swivel, which makes on-the-fly angle adjustments really easy. i wasn't sure it would be made to last a long time, but i was wrong. i wish i would have purchased it sooner.

my only gripe is i've just noticed it's left permanent marks on our antique bed. hope my wife doesn't notice. i'll need to insert some additional padding to prevent further damage to the bed frame.",works great. use caution with wood furniture.,"i purchased this to use with my ipad. i often like to watch netflix or youtube once i'm in bed for the night. it is very sturdy and does a really good job of staying where i want it. i also like that the point where the clip that holds the ipad connects to the arm can swivel, which makes on-the-fly angle adjustments really easy. i wasn't sure it would be made to last a long time, but i was wrong. i wish i would have purchased it sooner.

my only gripe is i've just noticed it's left permanent marks on our antique bed. hope my wife doesn't notice. i'll need to insert some additional padding to prevent further damage to the bed frame. works great. use caution with wood furniture."
1,0,2017/9/24,every one of them broke at the hinges and i had to request a refund. the design is flawed. i'm not sure where all the good reviews came from unless there are two different types being sold.,broke at the hinges.,every one of them broke at the hinges and i had to request a refund. the design is flawed. i'm not sure where all the good reviews came from unless there are two different types being sold. broke at the hinges.
3,0,2015/12/10,"this external mount worked well, allowing me to mount large sized drives that weren't recognized by my computer's older hardware. however, cloning was a disaster. the documentation is totally lacking, and there was no way to know what the various beeps and lights meant. i finally found a tip to hit the start button twice while in copy mode, and let it go even though i wasn't sure what was happening and the side lights never turned red (which usually indicates a drive is in use). several hours later, it beeped again and stopped. when i remounted the drives, i found that both had been wiped clean (and yes, the source and destination drives were in the right slots).","good as an external mount, a disaster for cloning","this external mount worked well, allowing me to mount large sized drives that weren't recognized by my computer's older hardware. however, cloning was a disaster. the documentation is totally lacking, and there was no way to know what the various beeps and lights meant. i finally found a tip to hit the start button twice while in copy mode, and let it go even though i wasn't sure what was happening and the side lights never turned red (which usually indicates a drive is in use). several hours later, it beeped again and stopped. when i remounted the drives, i found that both had been wiped clean (and yes, the source and destination drives were in the right slots). good as an external mount, a disaster for cloning"
1,0,2018/4/19,"after nearly 40 years as a pilot, david clark headsets has always been my favorite.  this one started out great too, loved the fit and noise cancelling ability, and after a total of 7+hours  of flying the first day the headset was still comfortable. the disappointment came the second day of my trip when i unpacked the headset and it was broken.  the e-clip holding the left cup/microphone to the headband was gone and nowhere to be found rendering the headset unusable. sometimes during packing or unpacking the headset from my flight bag it came apart.  flimsy construction. very disappointing....",headset fell apart after day one !,"after nearly 40 years as a pilot, david clark headsets has always been my favorite.  this one started out great too, loved the fit and noise cancelling ability, and after a total of 7+hours  of flying the first day the headset was still comfortable. the disappointment came the second day of my trip when i unpacked the headset and it was broken.  the e-clip holding the left cup/microphone to the headband was gone and nowhere to be found rendering the headset unusable. sometimes during packing or unpacking the headset from my flight bag it came apart.  flimsy construction. very disappointing.... headset fell apart after day one !"
2,0,2013/8/24,"the cover is neat and does a great job protecting my surface but....i really have a hard time connecting the power cable.  it seems the design was not accurate enough to leave enough space for the power connector, so is a real struggle to charge or work connected.

i would not buy it again and would rather get a different one making sure all ports and connections are available to use while the cover is on.",like the cover but....,"the cover is neat and does a great job protecting my surface but....i really have a hard time connecting the power cable.  it seems the design was not accurate enough to leave enough space for the power connector, so is a real struggle to charge or work connected.

i would not buy it again and would rather get a different one making sure all ports and connections are available to use while the cover is on. like the cover but...."
5,0,2015/1/4,very nice camera. loads of bells and whistles. this will take a while to learn al it offers. initial pictures are amazingly crisp and clear.,very nice camera. loads of bells and whistles,very nice camera. loads of bells and whistles. this will take a while to learn al it offers. initial pictures are amazingly crisp and clear. very nice camera. loads of bells and whistles
5,0,2013/5/1,just what i needed,1367366400,just what i needed 1367366400
2,0,2013/12/12,unplugging power supply and switching to battery causes laptop to shutdown,1386806400,unplugging power supply and switching to battery causes laptop to shutdown 1386806400
3,0,2013/4/4,"i'm reasonably happy with this stand.  i just wish they did a smaller version specifically for 7"" tablets like my nexus 7.  it works ok for smaller tablets, but would be nice to have a smaller stand package to go with the smaller tablet.  and like other reviewers, i'm also not sure that the ""just force it"" plastic ratchet mechanism is going to last.  but i'm not dinging them on rating for either of those things.

my main criticism is the lack of space for charging connection at the bottom of the tablet.  i had read this in other reviews, but thought that the low profile, right angle connector i use would fit.  it doesn't.  yes, you can flip the tablet upside down, but that then makes it much more likely for the tablet to be knocked off the stand if anything happens to snag or move the cable, which has already happened twice in the two days i've been using it.

overall it's a functional stand, and for the price it's hard to beat.  i just feel that properly accommodating charging connections is a fairly basic requirement for a stand, which is typically going to be used during heavy power consumption scenarios like watching movies, or sitting on a bedside table overnight being charged.

if anyone knows of a design of micro usb connector which does fit, i'd be interested in knowing, so please leave a comment.",functional.,"i'm reasonably happy with this stand.  i just wish they did a smaller version specifically for 7"" tablets like my nexus 7.  it works ok for smaller tablets, but would be nice to have a smaller stand package to go with the smaller tablet.  and like other reviewers, i'm also not sure that the ""just force it"" plastic ratchet mechanism is going to last.  but i'm not dinging them on rating for either of those things.

my main criticism is the lack of space for charging connection at the bottom of the tablet.  i had read this in other reviews, but thought that the low profile, right angle connector i use would fit.  it doesn't.  yes, you can flip the tablet upside down, but that then makes it much more likely for the tablet to be knocked off the stand if anything happens to snag or move the cable, which has already happened twice in the two days i've been using it.

overall it's a functional stand, and for the price it's hard to beat.  i just feel that properly accommodating charging connections is a fairly basic requirement for a stand, which is typically going to be used during heavy power consumption scenarios like watching movies, or sitting on a bedside table overnight being charged.

if anyone knows of a design of micro usb connector which does fit, i'd be interested in knowing, so please leave a comment. functional."
1,0,2016/3/23,"i have purchased two of these devices, and both had keys go out within six months. there are some serious issues with these devices, and i cannot recommend them. also, microsoft charges shipping to send them back while they're under warranty, so it is utterly useless. it would cost almost as much to ship them to and from microsoft as to buy a new set. i'm not willing to do either. if someone can recommend an alternative keyboard, i am all ears.",and i cannot recommend them. also,"i have purchased two of these devices, and both had keys go out within six months. there are some serious issues with these devices, and i cannot recommend them. also, microsoft charges shipping to send them back while they're under warranty, so it is utterly useless. it would cost almost as much to ship them to and from microsoft as to buy a new set. i'm not willing to do either. if someone can recommend an alternative keyboard, i am all ears. and i cannot recommend them. also"
4,0,2015/12/22,"still going strong after buying this product a while back after the former one i had was stolen. i bought the used product advertised here that wasn't graded the very best but had what i would consider the most favorable. although the product when i received it had a small issue that seemed to have disappeared or has become rare but other than that it works just like the original one i had. the battery life on this (even used) is way better then my nano 5th generation.

[edited july 4, 2017] the issue that i had on this used ipod back then in dec of 2015 has not appeared ever since and this item is still going strong to this very day being used ever since. very worth the price back then if you can find one at its original price even if used!",i bought the used product advertised here that wasn't graded the very best but had what i would consider the most favorable,"still going strong after buying this product a while back after the former one i had was stolen. i bought the used product advertised here that wasn't graded the very best but had what i would consider the most favorable. although the product when i received it had a small issue that seemed to have disappeared or has become rare but other than that it works just like the original one i had. the battery life on this (even used) is way better then my nano 5th generation.

[edited july 4, 2017] the issue that i had on this used ipod back then in dec of 2015 has not appeared ever since and this item is still going strong to this very day being used ever since. very worth the price back then if you can find one at its original price even if used! i bought the used product advertised here that wasn't graded the very best but had what i would consider the most favorable"
3,0,2017/9/1,it's good for what it is. needs grip on the bottom edges. take note of the size. its a bit bigger than it looks,needs grip on the bottom edges,it's good for what it is. needs grip on the bottom edges. take note of the size. its a bit bigger than it looks needs grip on the bottom edges
2,0,2017/10/5,"barely works since my purchase. as soon as i bought it, it shorts sometimes from where the headphones connect. it's not the best but still a working product other than the short.",functions but not good enough,"barely works since my purchase. as soon as i bought it, it shorts sometimes from where the headphones connect. it's not the best but still a working product other than the short. functions but not good enough"
3,6,2015/11/26,you get what you pay for.,1448496000,you get what you pay for. 1448496000
1,0,2007/2/1,"bought the cable after 1 printing the usb connection failed, so called manufacturer he said cable was broken and gave me a rma, emailed tiger they said i would have to ship back at my own expense, called amazon they gave me another person to contact at tiger, they said to ship it back and they would reemburse me. it would cost as much or more to ship back, and since getting conflicting statements i don't trust them to reemburse me.

would suggest you stay away",service and product terrible,"bought the cable after 1 printing the usb connection failed, so called manufacturer he said cable was broken and gave me a rma, emailed tiger they said i would have to ship back at my own expense, called amazon they gave me another person to contact at tiger, they said to ship it back and they would reemburse me. it would cost as much or more to ship back, and since getting conflicting statements i don't trust them to reemburse me.

would suggest you stay away service and product terrible"
3,0,2014/4/30,i found that it does indeed connect to my ps3.  using it was not quite what i had in mind though.  since i do not use a mouse with the ps3 the extra width of the unit made typing with your thumbs harder because you are slight off center with your right hand.  other than that is has been excellent.  had i thought about it more i would have gone for a keyboard that did not have the mouse pad on it and just has a full width keyboard so thumb typing was easier.,using with a ps3,i found that it does indeed connect to my ps3.  using it was not quite what i had in mind though.  since i do not use a mouse with the ps3 the extra width of the unit made typing with your thumbs harder because you are slight off center with your right hand.  other than that is has been excellent.  had i thought about it more i would have gone for a keyboard that did not have the mouse pad on it and just has a full width keyboard so thumb typing was easier. using with a ps3
2,8,2013/11/11,"i own the ecoxgear ecoxbt.  i heard this braven in a store at the airport.  i thought it had better sound than my ecoxgear ecoxbt.  once i got it at home and played the two together, i felt the ecoxgear ecoxbt was better, far better when you look at the cost difference.  i sent the braven back.",sounds not so good,"i own the ecoxgear ecoxbt.  i heard this braven in a store at the airport.  i thought it had better sound than my ecoxgear ecoxbt.  once i got it at home and played the two together, i felt the ecoxgear ecoxbt was better, far better when you look at the cost difference.  i sent the braven back. sounds not so good"
1,0,2012/4/13,"it baffles me that anyone would give this product anything above a one star (and that's generous) yet this product had a bunch of five star reviews. the fix is in.
these are ridiculously cheap and thin and don't fit the optical ports on any of my devices. truly a waste of time, energy and money.",don't waste your time or money on these,"it baffles me that anyone would give this product anything above a one star (and that's generous) yet this product had a bunch of five star reviews. the fix is in.
these are ridiculously cheap and thin and don't fit the optical ports on any of my devices. truly a waste of time, energy and money. don't waste your time or money on these"
4,0,2004/6/27,"i bought one of these and at first it worked like a champ... then it seemed to just die after i changed the station on which it played.  i tried to change it back but it just wasn't transmitting a very loud signal.  this all happened the same day i bought it.
so i sent the tech support email and waited... and waited...  and waited...  and nothing... so i decided to call (not a 1-800 number) and i did immediately get through to a tech support rep.  he had me retry some things i already did and in the end told me to take it back to the store and try a new one.
the second one so far works well and i did change the station and it still works.  i have no real complaints about the signal strength at all so far.  it sounds better than one i bought just for regular mp3 players (before the ipod).
if this thing lasts a while i will be happy with it.  it does eat up your batteries over time so i recommend using a car charger if driving in the car.
the big plus with this one over the others is it is small and plugs into the ipod with no wires(wires are evil in my book).  the instructions could be much better.
when changing a station...  u have to play the station ""track"" and as soon as it starts blinking u have to hit the pause button and then play some other song to test it.  if u let it play until the end... it seems to undo the change and keep the old station.  kind of strange.  also if u want to play all your songs on your ipod randomly u must be careful that u do not play the station changing tracks.
besides the initial problem i am happy with this second one very much.",first one was not working.  second ok so far.,"i bought one of these and at first it worked like a champ... then it seemed to just die after i changed the station on which it played.  i tried to change it back but it just wasn't transmitting a very loud signal.  this all happened the same day i bought it.
so i sent the tech support email and waited... and waited...  and waited...  and nothing... so i decided to call (not a 1-800 number) and i did immediately get through to a tech support rep.  he had me retry some things i already did and in the end told me to take it back to the store and try a new one.
the second one so far works well and i did change the station and it still works.  i have no real complaints about the signal strength at all so far.  it sounds better than one i bought just for regular mp3 players (before the ipod).
if this thing lasts a while i will be happy with it.  it does eat up your batteries over time so i recommend using a car charger if driving in the car.
the big plus with this one over the others is it is small and plugs into the ipod with no wires(wires are evil in my book).  the instructions could be much better.
when changing a station...  u have to play the station ""track"" and as soon as it starts blinking u have to hit the pause button and then play some other song to test it.  if u let it play until the end... it seems to undo the change and keep the old station.  kind of strange.  also if u want to play all your songs on your ipod randomly u must be careful that u do not play the station changing tracks.
besides the initial problem i am happy with this second one very much. first one was not working.  second ok so far."
4,2,2016/12/20,"i have owned my inreach se for 2 days so far.  however, i have previously tried the original inreach and had used a spot for the past 8 years, so i consider myself somewhat of an expert on these type of devices.  i have spent several hours playing with and testing my new play toy, and had done many hours of research prior to purchasing.

the thing i liked in the other two units that is lacking in the se is a really good waterproof seal.  the others had cover screws that you could tighten by hand to form a really super tight seal.  the se just has a rubber flap over the charging port which has a very insecure feel to it.  i have little confidence in the seal and it looks like it will wear out and be less secure over time when opened and closed each time i top off the battery.  what i don't know is if getting water on the connector will allow water to get into the rest of the unit.

i really like almost everything else about the inreach compared to my prior experiences.

the biggest advantage is that when you send a message with the inreach, you know if it got through or not.  this is not true with the competition.  in fact, with my old unit, i had an experience where messages i sent were delayed many hours before being delivered.

this unit easily pared with my android with one disappointing feature.  with an emergency device, you want as many backup options as possible.  i wanted to pair it with both my android and my wife's android, and expected it to just lock into which ever one was turned on nearby.  however, in order to pair with a second device, you have to unpair from the first device using the tiny screen and the few available buttons.  not a super big deal, but in an emergency, it could take some time you might not have.

the good part of the cell phone link is that even though it is an easier interface to use, you don't need it.  the inreach will perform it's functions totally without any cell phone, which is a good thing to have in an emergency device.

advantages of this unit at as follows:
1.  confirmation that you message has gotten through.
2.  two way text communications (others are only one way).  this seems especially good if you needed to communicate with sar people, or just need to coordinate with friends on shore (my primary use is sail boating).
3.  longer canned messages.
4.  built in screen interface provides much more information and functionality than just having a few buttons and lights.
5.  much better sensitivity and coverage.  my old unit would not work inside my house or inside most buildings.  i was able to get gps lock and sat communications sitting at my computer in my office.  covers more of the earth.
6.  quicker communications.  has access to more sats than competition, so time to lock onto a sat is much shorter.

the earthmate android/ios app is free if you have a registered inreach.  it not only makes things easier to do while paired with the inreach, it acts as a gps map device.  most gps mapping apps in cell phones are useless when you have no cell coverage.  however, this app allows you to download topo, marine, street, and aerial maps for any areas you select.  once the maps reside inside you cell phone's internal storage, you no longer need a cell signal to use the mapping features.  a warning, maps can take up significant space.  if you have an sd card, set the option to put the maps there before you start loading maps.  if you don't have a lot of available storage, be selective in the areas you load and they type of maps you select.

i don't know how long this device will run on a single charge.  delorme list about 100 hours with 10 minute position reporting, but if you are not using continuous tracking or expecting people to be sending you messages that are time critical, i recommend turning the unit off when you don't need it.  it does not take long to power up and be ready to communicate.  you could also pick up a solar charger for long trips through the wilderness.

the last thing you need to know about is the service that you need to subscribe to.  these devices will not communicate at all unless you sign up for service.  however, delorme, unlike the competition, offers some lower price plans for people who only need service a few months per year, or who don't need to send a lot of messages.  they also don't tack on meaningless extra fees on to you bill.

overall, i am very happy with my purchase.  i would have given 5*s if not for the flimsy cover over the data/charge port.",far and away beats the competition.,"i have owned my inreach se for 2 days so far.  however, i have previously tried the original inreach and had used a spot for the past 8 years, so i consider myself somewhat of an expert on these type of devices.  i have spent several hours playing with and testing my new play toy, and had done many hours of research prior to purchasing.

the thing i liked in the other two units that is lacking in the se is a really good waterproof seal.  the others had cover screws that you could tighten by hand to form a really super tight seal.  the se just has a rubber flap over the charging port which has a very insecure feel to it.  i have little confidence in the seal and it looks like it will wear out and be less secure over time when opened and closed each time i top off the battery.  what i don't know is if getting water on the connector will allow water to get into the rest of the unit.

i really like almost everything else about the inreach compared to my prior experiences.

the biggest advantage is that when you send a message with the inreach, you know if it got through or not.  this is not true with the competition.  in fact, with my old unit, i had an experience where messages i sent were delayed many hours before being delivered.

this unit easily pared with my android with one disappointing feature.  with an emergency device, you want as many backup options as possible.  i wanted to pair it with both my android and my wife's android, and expected it to just lock into which ever one was turned on nearby.  however, in order to pair with a second device, you have to unpair from the first device using the tiny screen and the few available buttons.  not a super big deal, but in an emergency, it could take some time you might not have.

the good part of the cell phone link is that even though it is an easier interface to use, you don't need it.  the inreach will perform it's functions totally without any cell phone, which is a good thing to have in an emergency device.

advantages of this unit at as follows:
1.  confirmation that you message has gotten through.
2.  two way text communications (others are only one way).  this seems especially good if you needed to communicate with sar people, or just need to coordinate with friends on shore (my primary use is sail boating).
3.  longer canned messages.
4.  built in screen interface provides much more information and functionality than just having a few buttons and lights.
5.  much better sensitivity and coverage.  my old unit would not work inside my house or inside most buildings.  i was able to get gps lock and sat communications sitting at my computer in my office.  covers more of the earth.
6.  quicker communications.  has access to more sats than competition, so time to lock onto a sat is much shorter.

the earthmate android/ios app is free if you have a registered inreach.  it not only makes things easier to do while paired with the inreach, it acts as a gps map device.  most gps mapping apps in cell phones are useless when you have no cell coverage.  however, this app allows you to download topo, marine, street, and aerial maps for any areas you select.  once the maps reside inside you cell phone's internal storage, you no longer need a cell signal to use the mapping features.  a warning, maps can take up significant space.  if you have an sd card, set the option to put the maps there before you start loading maps.  if you don't have a lot of available storage, be selective in the areas you load and they type of maps you select.

i don't know how long this device will run on a single charge.  delorme list about 100 hours with 10 minute position reporting, but if you are not using continuous tracking or expecting people to be sending you messages that are time critical, i recommend turning the unit off when you don't need it.  it does not take long to power up and be ready to communicate.  you could also pick up a solar charger for long trips through the wilderness.

the last thing you need to know about is the service that you need to subscribe to.  these devices will not communicate at all unless you sign up for service.  however, delorme, unlike the competition, offers some lower price plans for people who only need service a few months per year, or who don't need to send a lot of messages.  they also don't tack on meaningless extra fees on to you bill.

overall, i am very happy with my purchase.  i would have given 5*s if not for the flimsy cover over the data/charge port. far and away beats the competition."
2,34,2011/1/26,not a true 2850mah battery,1296000000,not a true 2850mah battery 1296000000
